Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
RHOC,3.768066095,1.991037533,0.617896589,3.222282768,0.001271736,0.018249529,MS
LINC01138,3.074033122,1.465237994,0.535274006,2.737360638,0.006193436,0.018239693,AD
STXBP6,2.122030301,2.558388341,0.793711305,3.223323548,0.001267123,0.018223168,MS
MON1A,1.198019495,1.897671289,0.5886383,3.22383251,0.001264874,0.018209094,MS
CHAC2,0.790477812,1.015985209,0.370927044,2.739043228,0.006161827,0.018157579,AD
ZCCHC9,3.637913864,1.681111377,0.521258537,3.225100902,0.001259283,0.018146847,MS
XIAP,12.90902361,1.019216179,0.316015748,3.22520692,0.001258816,0.018146847,MS
BTF3,9.404945884,1.506617027,0.466990298,3.226227682,0.001254335,0.018111995,MS
MROH9,0.734247248,1.263329994,0.46103632,2.740196249,0.006140251,0.018101296,AD
RP11-69L16.4,0.656766478,3.108437446,1.134152802,2.740757188,0.006129779,0.018074069,AD
PET117,0.589475862,1.310097725,0.477999522,2.740792959,0.006129112,0.018074069,AD
ACSM3,1.475515238,1.579921463,0.489161834,3.229854323,0.001238533,0.018051959,LBD
DIXDC1,2.468190486,1.486919553,0.460281081,3.230459852,0.001235913,0.018031743,LBD
ZFYVE1,3.946806852,1.411768222,0.437256094,3.228698792,0.001243548,0.01797435,MS
AC091551.1,0.804232031,3.003999962,0.930318532,3.229001527,0.001242232,0.01797347,MS
FCGR2B,3.76383451,2.503622311,0.775298884,3.229235023,0.001241218,0.01797347,MS
NOVA1,5.679794692,2.168549602,0.671439369,3.229702789,0.00123919,0.017965741,MS
CNTNAP3B,1.632041464,1.598753884,0.494525853,3.232902539,0.001225394,0.017949929,LBD
SEL1L3,1.171604486,2.613258938,0.80893987,3.230473654,0.001235853,0.017935519,MS
RP11-802E16.3,1.337140363,2.175292784,0.792451196,2.745017983,0.006050758,0.017902456,AD
OLR1,38.24867153,1.090359688,0.337432522,3.231341432,0.001232107,0.017899286,MS
PHF21A,26.41024042,1.059016569,0.327690544,3.231758101,0.001230312,0.017891353,MS
TMF1,10.58203236,1.128191353,0.349004895,3.23259464,0.001226715,0.01785718,MS
PARP8,27.72148898,1.043121112,0.283647141,3.677530847,0.000235503,0.017834105,ASD
SHISA4,1.83164698,2.100282863,0.649296516,3.23470527,0.001217684,0.017743743,MS
AC007319.1,4.582631878,2.802578918,0.865800783,3.236978961,0.001208023,0.017638862,MS
AL139095.4,0.875912551,2.117944015,0.653814967,3.239363004,0.00119797,0.01763658,LBD
ZFHX4,1.299907403,1.562659675,0.482198758,3.240696183,0.001192382,0.017572007,LBD
SSR2,7.220812883,1.500419848,0.463316013,3.238437276,0.001201864,0.017566843,MS
FRY,3.760931583,1.30296374,0.401995432,3.241240162,0.001190109,0.017556206,LBD
DHCR24,2.865322591,2.072843925,0.639761216,3.240027485,0.001195182,0.017522808,MS
SERHL2,1.27249304,1.402247168,0.432357482,3.243258703,0.001181709,0.017449897,LBD
MYO1D,8.865992367,1.256492877,0.387354516,3.243780115,0.001179548,0.017435599,LBD
AC004687.1,2.442444382,3.252897733,1.003353774,3.242024716,0.001186837,0.017418296,MS
DPP10,22.10134678,1.978479307,0.609590581,3.245587071,0.001172087,0.017345654,LBD
SPIRE2,0.952872268,1.241961945,0.382667139,3.245541145,0.001172276,0.017345654,LBD
ATP5F1D,3.334248196,3.178821836,0.979633911,3.24490792,0.001174886,0.017329197,MS
ZYX,8.157668836,1.690711994,0.521037814,3.244893075,0.001174947,0.017329197,MS
CCDC59,4.279690433,1.561314204,0.481201573,3.244615754,0.001176092,0.017329197,MS
RPS11,30.04134275,1.440318833,0.443977595,3.244125042,0.00117812,0.017329197,MS
SEPT2,24.60178546,1.354864839,0.417489432,3.245267389,0.001173404,0.017329197,MS
B4GALT5,7.604866732,1.291698724,0.398047912,3.245083531,0.001174162,0.017329197,MS
TAF5L,4.541274407,1.305382182,0.402127791,3.246187435,0.001169618,0.017325345,MS
PLEKHA4,0.761601641,2.271802433,0.699750654,3.246588512,0.001167971,0.017318861,MS
ADARB2,4.514875375,1.614935007,0.497311709,3.247329545,0.001164934,0.017271981,LBD
WWTR1,1.871539536,2.282623724,0.702817379,3.247819122,0.001162932,0.017262004,MS
MT-CO3,356.4409668,1.843365516,0.567486017,3.248301212,0.001160963,0.017250658,MS
RP11-333E1.1,1.464207325,2.06091641,0.745797666,2.763372031,0.005720752,0.017085122,AD
DHRS9,7.703570577,1.100879344,0.342735151,3.21204096,0.001317956,0.017069229,Epilepsy
ECH1,3.289185198,1.998345355,0.614487193,3.252053709,0.001145744,0.017042194,MS
RPS27,34.23489035,2.236291022,0.68740937,3.253215795,0.001141068,0.01699029,MS
CMYA5,1.691933932,1.38789339,0.426410638,3.254828249,0.00113461,0.016959977,LBD
CTNNAL1,1.221843458,2.385476597,0.732910972,3.254797222,0.001134734,0.016913552,MS
LINC00324,0.645344904,1.116725661,0.403430289,2.768075903,0.005638832,0.016897379,AD
PLPP6,0.675837396,1.078414192,0.389515211,2.768606103,0.005629665,0.01688225,AD
ZDHHC18,1.426168258,1.11740075,0.343133104,3.256464432,0.001128091,0.016879792,LBD
FANCA,2.143924016,1.148696349,0.352679567,3.257053868,0.001125751,0.016864619,LBD
FAAH,1.676193313,2.087529348,0.641145816,3.255935381,0.001130195,0.016863447,MS
LYPLAL1,13.55908012,1.043755071,0.320529454,3.256346831,0.001128558,0.016856585,MS
STXBP5-AS1,2.462372205,1.153693171,0.354135,3.257777884,0.001122883,0.016853615,LBD
CCDC109B,1.918855447,1.94425994,0.701848915,2.770197258,0.005602235,0.016816396,AD
PWAR6,3.493797279,1.280353062,0.462190825,2.770182771,0.005602484,0.016816396,AD
WASHC1,1.940011832,2.040427273,0.634012208,3.218277576,0.001289629,0.016807176,Epilepsy
COX16,1.249012729,1.518602747,0.548062472,2.770857018,0.005590897,0.016800272,AD
GRAMD1C,0.957972122,1.092861435,0.394356183,2.771254724,0.005584072,0.016786666,AD
TPPP,3.562545249,2.427045785,0.744777281,3.258753787,0.001119027,0.016731679,MS
LYZ,2.971903358,1.055849723,0.380516223,2.774782412,0.005523865,0.016650182,AD
SERBP1,12.42566867,1.131264692,0.346949265,3.26060553,0.001111746,0.016640176,MS
AL365273.2,1.506097326,2.187100567,0.678398981,3.223914876,0.00126451,0.016607884,Epilepsy
CSRP2BP,0.962622036,2.053728737,0.739755055,2.776228056,0.005499362,0.016590007,AD
VAMP5,1.323357001,1.309874702,0.401241831,3.264551702,0.001096375,0.016557747,LBD
PRNP,22.09658053,1.324099771,0.405820663,3.262770704,0.001103287,0.016548157,MS
EFCAB14,11.09686743,1.126305489,0.345082452,3.263873552,0.001099002,0.016501158,MS
ERVK3-1,2.487579507,1.125337543,0.405046342,2.778293313,0.005464527,0.016496371,AD
MINDY2,1.522279523,1.898199959,0.588117856,3.227584299,0.001248403,0.016467436,Epilepsy
TMED4,8.254412287,1.698188878,0.520117274,3.265011492,0.001094596,0.016454269,MS
ITGA6,5.886509741,1.269905241,0.388947706,3.264976807,0.00109473,0.016454269,MS
FAM227B,3.175299214,1.43464831,0.444175674,3.229911933,0.001238284,0.016416405,Epilepsy
BFAR,4.802096694,1.514769063,0.463689111,3.2667773,0.001087792,0.016384369,MS
B2M,120.3729845,1.247761852,0.381915998,3.267110721,0.001086512,0.016384369,MS
SLC39A9,5.992763316,1.211764512,0.370870271,3.267354134,0.001085578,0.016384369,MS
DDHD1,9.189460532,1.178979659,0.360873692,3.267014707,0.00108688,0.016384369,MS
SLC35G2,7.22053006,1.041989719,0.322440883,3.231568248,0.001231129,0.016381666,Epilepsy
CTB-55O6.12,1.022403882,1.841694572,0.662011924,2.781965863,0.005403072,0.016356909,AD
C18orf32,2.930498644,1.044564448,0.375326963,2.783078626,0.005384576,0.016311046,AD
RP11-114N19.3,2.759418297,2.049966879,0.736286905,2.78419576,0.005366064,0.016275204,AD
CMC2,5.576759321,1.746754217,0.534124668,3.270311826,0.00107429,0.016266521,MS
AL357060.1,0.558065056,1.438913416,0.516749753,2.784545921,0.005360273,0.01626439,AD
APBB1,4.776430978,1.163400878,0.355639476,3.27129286,0.00107057,0.016251984,LBD
CELSR1,0.950603178,2.722566157,0.831870076,3.272826173,0.001064779,0.016171666,MS
EPHB1,2.33197179,2.420018362,0.739543299,3.272314638,0.001066708,0.016171666,MS
HEPACAM,2.480937452,2.333790584,0.713081094,3.272826337,0.001064779,0.016171666,MS
KIRREL3,8.466432921,2.27252292,0.694163408,3.27375787,0.001061275,0.016171666,MS
FABP5,3.147027179,2.173732905,0.664102774,3.273187511,0.001063419,0.016171666,MS
RAD21,10.90584997,1.145177205,0.349881458,3.273043427,0.001063961,0.016171666,MS
KEAP1,2.54542234,1.701906842,0.519720477,3.274658046,0.001057899,0.016154959,MS
BORCS7,2.360141448,2.394586629,0.85886038,2.788097676,0.005301856,0.016137378,AD
ARHGEF3,5.505026499,1.647507845,0.502938982,3.275760883,0.001053777,0.016109186,MS
C14orf142,1.022176151,1.992502583,0.714318735,2.789374667,0.005280993,0.016087277,AD
CARD16,1.405489126,1.343422927,0.410180953,3.275195782,0.001055888,0.016079693,LBD
GPR75-ASB3,5.070217185,1.806244781,0.551294801,3.276368247,0.001051514,0.016055445,LBD
RP11-378J18.9,0.433997337,2.139434278,0.76593406,2.793235591,0.005218367,0.01593968,AD
NDUFA3,7.841343506,1.987736901,0.606114943,3.279471863,0.001040016,0.01593282,MS
AC073218.1,1.03861144,3.273341821,1.171407429,2.794366621,0.005200149,0.015890672,AD
EFHB,0.471065569,2.393771479,0.729588683,3.280987679,0.001034443,0.015864407,MS
FGGY,10.19393632,1.216332524,0.370700343,3.28117453,0.001033758,0.015864407,MS
TMSB4X,255.9859651,1.193338563,0.363634732,3.281695771,0.001031849,0.015858584,MS
ZDHHC18,1.426168258,1.970142789,0.60014172,3.282795919,0.00102783,0.015813795,MS
ARRDC3-AS1,2.448183351,1.288848255,0.366220231,3.519325663,0.000432645,0.015796496,COVID-19
MIR181A2HG,5.171541861,1.387043016,0.427438855,3.2450092,0.001174468,0.015779583,Epilepsy
ZNF341-AS1,0.570592382,1.074206308,0.383980107,2.797557186,0.005149065,0.015757627,AD
ANGPT1,0.515691322,1.170059315,0.418207332,2.797797229,0.00514524,0.015749218,AD
IL1RAPL2,2.471533001,1.869635745,0.569358998,3.283755508,0.001024337,0.015746361,LBD
RNF185,3.930320821,1.204360997,0.366654695,3.284728147,0.001020808,0.015722641,MS
C1RL-AS1,1.162657914,1.01341867,0.362139555,2.79842027,0.005135325,0.015722159,AD
C11orf73,2.705644822,1.879406543,0.671150607,2.800275413,0.005105902,0.015666133,AD
AC004893.11,1.372674316,1.9424194,0.693545638,2.800708841,0.00509905,0.015657008,AD
RPS20,28.12707294,1.586706926,0.482743018,3.28685629,0.001013125,0.015654806,MS
PAQR3,8.71366769,1.144247074,0.348108315,3.287043215,0.001012453,0.01564593,LBD
PLCG1,2.184606821,1.134204056,0.344958338,3.287945037,0.001009215,0.015645514,LBD
CDR1-AS,3.34286875,2.659817806,0.94946186,2.801395105,0.005088218,0.015630313,AD
RASGRF2,4.408751361,2.582607101,0.785252686,3.288886683,0.001005845,0.015559099,MS
CDH12,4.683423659,2.320337523,0.657239242,3.53043059,0.000414884,0.015543025,COVID-19
CTD-2031P19.5,0.608338713,2.533207203,0.902873055,2.805718024,0.00502046,0.015454645,AD
TENT5A,2.232262461,2.574557708,0.728286958,3.535086933,0.000407641,0.01545188,COVID-19
TXLNB,0.929300868,1.162550556,0.414295859,2.806087804,0.005014703,0.015440172,AD
FHDC1,0.497576493,1.038808676,0.370083415,2.806958196,0.005001173,0.015417999,AD
C9orf41-AS1,0.712731546,1.021442846,0.363872937,2.807141565,0.004998327,0.015412475,AD
PTCHD1-AS,2.091746485,1.848015084,0.561034754,3.293940476,0.000987934,0.015380841,LBD
HIST1H4E,1.574456683,1.115029481,0.397006576,2.808591968,0.004975867,0.015352933,AD
BISPR,1.445377462,2.800404692,0.99690563,2.809097077,0.004968066,0.015335338,AD
ORAOV1,4.125077694,1.219838767,0.434180564,2.809519515,0.004961551,0.01533089,AD
SULT1C4,0.528202908,1.055207085,0.375617661,2.809258442,0.004965577,0.01533089,AD
MATN2,1.385465374,2.584198548,0.784582622,3.29372392,0.000988696,0.015326921,MS
DNAH14,2.868315798,1.885601598,0.57237396,3.294352517,0.000986487,0.015325856,MS
NGDN,4.87584306,1.58250603,0.480334083,3.294594504,0.000985638,0.015325856,MS
LINC00621,0.917179514,1.142002429,0.406400351,2.810042919,0.004953489,0.015316214,AD
MYOT,0.494392905,1.251339395,0.445111955,2.811291364,0.004934308,0.015273057,AD
CTDNEP1,3.256684106,1.684391454,0.599011099,2.811953665,0.00492416,0.015248102,AD
SAC3D1,1.291603527,1.302047629,0.394773576,3.298213732,0.00097302,0.01521346,LBD
GPX4,19.27155502,1.412240456,0.428308798,3.297248298,0.000976371,0.015201679,MS
AL356805.1,1.113858283,2.297548018,0.696367749,3.299331453,0.000969154,0.015185491,LBD
AC109927.1,1.264100455,2.538403482,0.71598825,3.545314441,0.000392145,0.015177901,COVID-19
KYAT3,1.279092209,1.864295624,0.571934978,3.259628623,0.001115582,0.015176104,Epilepsy
MRPL1,8.616113618,1.006528102,0.305171345,3.298239227,0.000972932,0.015164612,MS
ASIP,0.847737661,1.851836353,0.561124576,3.300223218,0.00096608,0.015153559,LBD
RUVBL2,2.46291166,1.8404426,0.557915987,3.2987809,0.000971057,0.01515187,MS
TMEM63A,8.598540149,1.383208377,0.419224005,3.299449362,0.000968747,0.015132315,MS
AC013461.1,1.670719174,2.564246658,0.910900909,2.815066527,0.004876714,0.015123606,AD
RP11-356I2.4,0.482029384,1.961153666,0.696646035,2.81513648,0.004875652,0.015123522,AD
AC097478.1,1.123464468,2.627666468,0.795876615,3.301600297,0.00096135,0.015111795,LBD
RP5-1042K10.10,0.581500824,2.33318642,0.828683076,2.815535259,0.004869605,0.015107971,AD
PTP4A1,3.94229195,1.009169222,0.358374766,2.815960606,0.004863163,0.015091186,AD
DFNA5,3.61886816,2.116778908,0.751661794,2.816132104,0.004860568,0.015089539,AD
FGFR3,1.310018909,1.851113952,0.560359668,3.303438947,0.000955068,0.015029207,LBD
SYPL1,5.510571039,1.49122579,0.451631872,3.301861277,0.000960456,0.015019177,MS
CANX,24.166762,1.209446877,0.366235208,3.302377407,0.00095869,0.015007949,MS
RALA,6.042208734,1.002555947,0.303518912,3.303108664,0.000956193,0.014985243,MS
AC069287.3,1.473243021,2.621715514,0.793325743,3.304715037,0.00095073,0.014977073,LBD
NRBP1,6.543672967,1.304656778,0.394850212,3.304181532,0.000952541,0.014969724,MS
EEF1D,20.05020791,1.225115392,0.370830618,3.303706145,0.000954158,0.014969724,MS
DCAF6,30.11320224,1.032112751,0.312410197,3.303710184,0.000954144,0.014969724,MS
CAP1,23.00388754,1.016615844,0.30758398,3.305165128,0.000949205,0.014941106,MS
TNFAIP8L3,1.725003902,1.405490715,0.430094007,3.267868632,0.001083606,0.014886761,Epilepsy
SNRNP27,2.324482596,1.080155228,0.382537147,2.823661015,0.004747857,0.014834136,AD
RP4-665J23.1,1.095070502,2.056352272,0.72801325,2.824608307,0.004733845,0.014806178,AD
AC016205.1,0.806653355,2.293605135,0.692922295,3.310046671,0.000932804,0.014790308,LBD
APOBR,3.298302588,1.929093667,0.583038828,3.30868816,0.000937342,0.014770609,MS
PDGFC,16.76035145,1.279793718,0.386762952,3.30898736,0.000936341,0.014770609,MS
LRP1B,22.43337588,1.9336758,0.583858368,3.3118919,0.000926673,0.014741066,LBD
RP11-299J3.8,0.917457503,2.099708835,0.742626417,2.827409297,0.004692631,0.014699286,AD
ZNF521,1.288629213,1.829544519,0.552012898,3.314314803,0.00091868,0.014677369,LBD
CDH18,4.421014127,1.591413768,0.480212319,3.313979471,0.000919783,0.014677369,LBD
SLC16A9,1.013184493,1.351796309,0.477886118,2.828699681,0.004673753,0.014652713,AD
COBL,4.378229105,2.49786471,0.754246502,3.311735225,0.000927193,0.014642895,MS
AC037445.1,1.026690358,2.939549873,1.038999117,2.82921306,0.004666262,0.014638645,AD
BAIAP2L2,1.611876718,2.027633864,0.619102525,3.275118065,0.001056178,0.014616392,Epilepsy
COL9A2,6.500089881,1.471074657,0.444053264,3.312833789,0.000923558,0.014601602,MS
AUH,12.69612881,1.086844762,0.328011149,3.31343848,0.000921564,0.014586165,MS
PPM1H,4.866648072,2.007743313,0.605749565,3.314477516,0.000918146,0.014548139,MS
RABGEF1,1.916471734,2.777147128,0.778134888,3.56897907,0.000358375,0.014529246,COVID-19
RGS6,4.445450167,1.836959375,0.55350518,3.318775399,0.000904131,0.014492866,LBD
RP11-571M6.7,0.886057212,2.228075605,0.786320854,2.833545101,0.004603481,0.014487756,AD
PLPBP,1.931943237,3.069327685,0.925609258,3.31600798,0.000913132,0.014484724,MS
MRE11A,4.006895087,1.937269406,0.68332341,2.835069569,0.004581571,0.014441135,AD
NOP2,3.907403182,1.342325025,0.473406272,2.835461008,0.00457596,0.01442656,AD
ACOXL,0.654648655,1.384486922,0.488036666,2.836850221,0.004556098,0.014379447,AD
ZNF367,1.461758078,1.56000061,0.475168592,3.283046559,0.001026917,0.01433851,Epilepsy
EEF1G,2.220403223,2.394208449,0.843568023,2.838192514,0.004536981,0.014328392,AD
NXPE3,4.434248399,1.349814574,0.406649008,3.319360306,0.000902239,0.014327801,MS
PXDNL,1.432635542,1.083362813,0.381643474,2.838677687,0.004530089,0.014309717,AD
TTI2,1.882262121,1.006408611,0.306329184,3.285382736,0.001018439,0.014298448,Epilepsy
AC092835.2,1.046805647,2.347616999,0.826337709,2.840989795,0.004497375,0.014229889,AD
TLE1,1.596850382,2.287359445,0.68845452,3.322455409,0.000892289,0.01420128,MS
NCK1-DT,1.588262325,2.410823652,0.673844559,3.577714798,0.000346611,0.014187987,COVID-19
TMEM2,3.227339434,2.150747388,0.756571444,2.842755173,0.004472541,0.014171894,AD
XXbac-BPG299F13.17,0.932767579,2.238098346,0.787187446,2.843158077,0.004466891,0.01416518,AD
LILRB5,1.441892416,1.502950799,0.528449083,2.844078735,0.004454004,0.014139649,AD
DYNC1I2,15.28210747,1.005022559,0.302338407,3.324164361,0.000886839,0.014134717,MS
SLC47A1,6.505879598,2.265565315,0.681363744,3.325045299,0.000884042,0.014118928,MS
ILF3-DT,1.597097443,2.944370735,0.885161246,3.32636652,0.000879861,0.014081716,MS
ITGA2,1.497106325,2.784073763,0.836763885,3.327191592,0.00087726,0.014081716,MS
NUCKS1,26.22937806,1.004651826,0.302014606,3.326500794,0.000879438,0.014081716,MS
EGR2,0.574198288,2.414673168,0.733256674,3.293080379,0.000990961,0.01402003,Epilepsy
OLFML3,8.782306124,1.178973726,0.357979799,3.293408536,0.000989805,0.014016713,Epilepsy
CDKN2B-AS1,3.074789996,1.194288615,0.333226819,3.584011097,0.000338358,0.014016321,COVID-19
FOXP2,51.48226039,1.023282712,0.31064447,3.294063822,0.000987501,0.01400623,Epilepsy
HLA-DMA,13.26782718,1.380053188,0.484084154,2.850853876,0.0043602,0.013899208,AD
RNASE3,0.536329071,1.308115236,0.458830626,2.850976289,0.004358522,0.013899208,AD
RP11-750H9.5,1.250726209,2.158348217,0.756912914,2.85151459,0.004351149,0.013882463,AD
PRDX1,12.21460247,1.476653096,0.443193553,3.33184697,0.000862717,0.013877774,MS
INTS13,0.920358411,2.295685499,0.639872693,3.587722253,0.000333579,0.013872151,COVID-19
PLCB4,1.295135911,2.804759779,0.841236253,3.334092851,0.000855781,0.013789599,MS
EIF5B,18.02995107,1.21614475,0.364762169,3.334075876,0.000855833,0.013789599,MS
RPL7A,30.77331495,1.751375793,0.525193506,3.334724768,0.000853839,0.013788483,MS
MYRFL,1.795458121,3.976065944,1.056227337,3.764403555,0.000166947,0.013681657,ASD
CENPA,0.699271714,2.279512657,0.68301965,3.337404211,0.000845649,0.013671638,MS
PMVK,5.018731347,1.602992783,0.480213196,3.338085657,0.000843577,0.013653562,MS
UFD1L,2.427471575,2.053742813,0.718459179,2.858537928,0.004255982,0.013644343,AD
ADAMTS2,0.96263411,1.700144191,0.509137645,3.339262392,0.000840012,0.013639764,LBD
AL356124.1,0.675209352,1.373754076,0.480471997,2.859176154,0.004247429,0.013625885,AD
LILRA6,0.566436747,1.07700854,0.376529769,2.860354286,0.00423168,0.013581148,AD
MKNK1-AS1,2.834236153,2.216545768,0.67046716,3.305972163,0.000946475,0.013580129,Epilepsy
AC020661.3,0.692627957,2.487758469,0.744414846,3.341897977,0.000832076,0.013576032,LBD
FAM234A,1.999473537,2.006697635,0.600733586,3.340411926,0.000836542,0.01355501,MS
PTPMT1,2.122193407,2.692788952,0.941028439,2.861538335,0.004215905,0.013542588,AD
NDUFV2-AS1,0.979646365,2.125662401,0.636119789,3.341607095,0.000832949,0.01351207,MS
NDRG2,12.86401523,1.428481022,0.427401281,3.342247869,0.000831028,0.013496199,MS
LINC00499,0.749958229,1.945625781,0.581716918,3.344626435,0.000823935,0.013469611,LBD
PMP2,2.344370824,2.514150752,0.752005645,3.343260475,0.000828001,0.013462307,MS
PSMB1,9.376443688,1.483916777,0.443799906,3.343661764,0.000826805,0.013458126,MS
SMARCAD1,12.53868952,1.180545438,0.352944215,3.344849946,0.000823271,0.013415852,MS
BBIP1,4.073985356,1.52238437,0.454977079,3.346068272,0.000819662,0.013387503,MS
LINC00299,0.752960654,2.804390917,0.837966192,3.346663559,0.000817904,0.01337404,MS
ADGRE1,1.042089294,1.475864806,0.408933747,3.60905603,0.000307313,0.013302837,COVID-19
